customer_id,survey_datetime,produto_codigo,qtd_acessos_app_30d,qtd_reclamacoes_90d,tempo_resolucao_horas,suitability_pendente
00067,2026-02-17 00:00:00,PRD_FND,4,0.0,1.0,0
00527,2025-08-04 00:00:00,PRD_TES,5,0.0,16.6,0
00390,2025-07-10 00:00:00,PRD_CDB,8,0.0,16.0,0
00138,2025-09-15 00:00:00,PRD_FND,17,0.0,16.2,0
00098,2026-03-15 00:00:00,PRD_CDB,13,0.0,18.3,0
00380,2026-06-02 00:00:00,PRD_CAR,12,,68.4,0
00053,2026-04-26 00:00:00,PRD_FND,9,1.0,51.5,1
00119,2026-01-30 00:00:00,PRD_CDB,8,0.0,37.6,0
00105,2025-08-12 00:00:00,PRD_TES,4,0.0,17.1,0
00045,2026-02-01 00:00:00,PRD_CDB,8,0.0,16.4,0
00461,2026-05-31 00:00:00,PRD_CAR,9,1.0,83.3,0
00065,2025-10-28 00:00:00,PRD_FND,10,0.0,23.9,0
00291,2026-02-23 00:00:00,PRD_TES,11,0.0,13.0,0
00542,2025-10-31 00:00:00,PRD_TES,11,0.0,2.8,0
00307,2025-12-18 00:00:00,PRD_TES,5,0.0,15.4,0
00468,2025-12-02 00:00:00,PRD_CDB,7,0.0,20.2,1
00200,2025-11-01 00:00:00,PRD_FND,9,0.0,19.1,0
00150,2025-11-20 00:00:00,PRD_FND,11,1.0,42.0,0
00326,2025-12-10 00:00:00,PRD_TES,8,0.0,39.7,0
00545,2025-09-28 00:00:00,PRD_COE,9,1.0,20.9,0
00079,2025-10-04 00:00:00,PRD_FND,8,0.0,1.6,0
00126,2025-10-31 00:00:00,PRD_FND,5,0.0,15.3,0
00335,2025-12-01 00:00:00,PRD_TES,9,0.0,23.9,0
00045,2026-04-03 00:00:00,PRD_CAR,7,0.0,38.0,0
00378,2025-11-30 00:00:00,PRD_CAR,5,0.0,30.8,0
00076,2026-01-23 00:00:00,PRD_TES,14,0.0,18.5,0
00354,2025-08-30 00:00:00,PRD_CDB,4,0.0,29.2,1
00165,2025-08-10 00:00:00-03:00,PRD_CAR,7,1.0,54.3,0
00373,2025-12-13 00:00:00,PRD_TES,6,0.0,36.1,1
00062,2025-07-31 00:00:00,PRD_CAR,9,0.0,54.4,0
00237,2025-11-16 00:00:00,PRD_FND,6,1.0,33.5,0
00357,2025-11-18 00:00:00,PRD_TES,10,0.0,16.3,0
00421,2026-04-23 00:00:00,PRD_CDB,12,1.0,37.9,0
00269,2025-08-29 00:00:00,PRD_TES,5,0.0,6.4,0
00386,2026-05-23 00:00:00,PRD_CAR,13,1.0,96.8,1
00053,2026-04-02 00:00:00,PRD_FND,13,0.0,14.4,0
00178,2026-02-03 00:00:00,PRD_CAR,4,0.0,32.2,0
00392,2026-05-25 00:00:00,PRD_FND,7,0.0,21.0,0
00488,2025-11-16 00:00:00,PRD_CAR,5,0.0,31.6,1
00059,2026-05-06 00:00:00,PRD_FND,4,0.0,25.4,0
00079,2026-04-24 00:00:00,PRD_TES,11,0.0,13.3,0
00480,2025-08-02 00:00:00,PRD_TES,11,0.0,20.6,0
00456,2025-10-10 00:00:00,PRD_FND,5,0.0,1.0,0
00049,2026-04-08 00:00:00,PRD_TES,7,0.0,16.1,0
00443,2026-05-04 00:00:00,PRD_TES,7,0.0,9.5,0
00130,2025-09-09 00:00:00,PRD_TES,9,0.0,9.2,0
00114,2026-06-22 00:00:00,PRD_CDB,7,0.0,18.3,0
00290,2026-02-08 00:00:00,PRD_COE,10,0.0,29.3,0
00512,2025-11-29 00:00:00,PRD_TES,9,0.0,22.8,0
00315,2025-08-04 00:00:00,PRD_FND,3,0.0,10.5,1
00266,2025-11-05 00:00:00,PRD_CDB,6,0.0,31.8,0
00091,2026-06-23 00:00:00,PRD_CAR,12,1.0,80.8,0
00479,2026-04-02 00:00:00,PRD_CAR,4,0.0,47.6,1
00191,2026-04-22 00:00:00,PRD_TES,5,0.0,34.3,0
00036,2026-06-26 00:00:00,PRD_TES,8,0.0,14.8,0
00099,2025-11-03 00:00:00,PRD_FND,11,,19.4,0
00087,2025-08-17 00:00:00,PRD_FND,2,0.0,24.8,0
00530,2026-06-08 00:00:00,PRD_CDB,9,0.0,4.0,0
00072,2026-03-22 00:00:00,PRD_TES,4,0.0,22.4,0
00016,2026-02-28 00:00:00,PRD_COE,8,0.0,17.3,0
00457,2025-07-18 00:00:00,PRD_TES,9,1.0,28.8,0
00287,2026-02-04 00:00:00,PRD_CDB,13,1.0,20.5,0
00381,2026-06-07 00:00:00,PRD_CDB,13,0.0,20.0,0
00436,2025-09-18 00:00:00-03:00,PRD_FND,6,1.0,27.4,0
00381,2025-12-05 00:00:00,PRD_CDB,6,1.0,2.8,0
00369,2025-07-21 00:00:00,PRD_CAR,4,0.0,26.6,1
00054,2025-07-02 00:00:00,PRD_TES,3,0.0,28.0,0
00050,2026-03-16 00:00:00,PRD_TES,9,0.0,22.1,0
00271,2025-07-10 00:00:00,PRD_FND,8,0.0,19.4,0
00008,2025-07-21 00:00:00,PRD_COE,5,0.0,13.8,0
00490,2025-11-22 00:00:00,PRD_CAR,9,0.0,42.5,0
00090,2025-07-08 00:00:00,PRD_TES,7,0.0,20.4,0
00191,2026-06-20 00:00:00,PRD_CAR,8,0.0,59.7,0
00441,2025-10-16 00:00:00,PRD_CDB,13,0.0,15.1,1
00080,2026-01-24 00:00:00,PRD_TES,2,0.0,20.1,0
00195,2025-10-12 00:00:00,PRD_CAR,12,0.0,30.7,0
00403,2026-05-16 00:00:00,PRD_TES,9,0.0,17.3,0
00387,2026-02-17 00:00:00,PRD_CDB,5,0.0,3.3,1
00547,2025-10-20 00:00:00,PRD_CDB,12,0.0,13.5,0
00245,2026-01-29 00:00:00,PRD_CDB,5,1.0,42.2,0
00465,2026-05-16 00:00:00,PRD_CDB,11,0.0,40.2,0
00144,2026-05-03 00:00:00,PRD_FND,2,0.0,12.7,0
00086,2025-09-28 00:00:00,PRD_CDB,7,0.0,10.7,1
00321,2025-11-29 00:00:00,PRD_FND,5,0.0,7.2,0
00466,2026-03-27 00:00:00,PRD_TES,10,0.0,11.6,0
00214,2025-08-16 00:00:00,PRD_CAR,6,0.0,27.4,0
0000502,2026-01-14 00:00:00,PRD_CDB,4,0.0,23.6,0
00297,2026-06-20 00:00:00,PRD_COE,8,0.0,1.0,0
00222,2026-02-18 00:00:00,PRD_CDB,11,0.0,24.3,0
00229,2025-08-13 00:00:00,PRD_FND,5,0.0,25.5,0
00054,2025-12-28 00:00:00,PRD_TES,7,0.0,41.2,0
00011,2026-01-16 00:00:00,PRD_TES,0,0.0,23.6,0
00513,2025-11-24 00:00:00,PRD_CAR,5,0.0,44.5,0
00120,2026-02-02 00:00:00,PRD_TES,9,0.0,17.4,0
00009,2026-02-07 00:00:00,PRD_FND,12,0.0,16.3,0
00417,2026-06-24 00:00:00,PRD_TES,7,0.0,17.6,0
00492,2026-05-19 00:00:00,PRD_FND,2,0.0,15.9,0
00148,2025-10-17 00:00:00,PRD_CDB,5,0.0,8.2,0
00369,2025-09-25 00:00:00,PRD_TES,10,0.0,4.1,0
00344,2026-03-10 00:00:00,PRD_FND,12,0.0,16.9,0
00283,2025-09-29 00:00:00,PRD_CDB,3,0.0,16.2,0
00075,2025-11-06 00:00:00,PRD_CDB,4,0.0,16.9,0
00404,2025-07-12 00:00:00,PRD_FND,13,0.0,8.3,0
00389,2025-08-14 00:00:00,PRD_CDB,12,0.0,19.9,0
00294,2025-11-26 00:00:00,PRD_COE,10,0.0,6.2,0
00006,2025-08-29 00:00:00,PRD_FND,3,1.0,28.3,0
00208,2026-03-16 00:00:00,PRD_TES,14,1.0,48.1,0
00257,2025-08-11 00:00:00,PRD_FND,4,0.0,33.3,0
00330,2026-02-11 00:00:00,PRD_TES,4,0.0,8.5,0
00430,2026-02-16 00:00:00,PRD_TES,5,0.0,17.9,0
00532,2026-03-01 00:00:00,PRD_TES,10,0.0,16.7,0
00515,2025-07-15 00:00:00,PRD_FND,10,0.0,35.7,0
00273,2026-04-10 00:00:00,PRD_FND,10,0.0,16.0,0
00180,2025-09-02 00:00:00,PRD_COE,7,1.0,36.5,1
00261,2025-11-15 00:00:00,PRD_CDB,5,0.0,8.6,0
00250,2026-05-22 00:00:00,PRD_CDB,9,1.0,41.3,0
00168,2026-05-30 00:00:00,PRD_CAR,7,1.0,77.0,0
00207,2025-11-20 00:00:00,PRD_CDB,4,0.0,13.9,0
00276,2025-11-24 00:00:00,PRD_CDB,4,0.0,9.6,0
00341,2026-02-19 00:00:00,PRD_CDB,7,0.0,5.9,0
00235,2025-08-12 00:00:00,PRD_CDB,7,0.0,26.4,1
00414,2025-08-04 00:00:00,PRD_TES,7,0.0,5.1,0
00072,2025-10-02 00:00:00,PRD_CAR,4,2.0,81.4,0
00112,2025-07-04 00:00:00,PRD_CDB,5,,15.6,0
00522,2025-08-08 00:00:00,PRD_CDB,12,0.0,10.0,0
00436,2025-08-01 00:00:00,PRD_CAR,3,0.0,38.3,1
00058,2025-08-30 00:00:00,PRD_FND,7,0.0,1.4,0
00546,2026-04-10 00:00:00,PRD_FND,12,0.0,36.6,0
00028,2026-02-19 00:00:00,PRD_CDB,8,0.0,29.8,0
00525,2026-02-25 00:00:00,PRD_TES,14,0.0,11.2,0
00475,2026-06-02 00:00:00,PRD_CAR,9,1.0,89.8,0
00546,2026-05-12 00:00:00,PRD_CAR,4,2.0,115.5,0
00272,2025-11-30 00:00:00,PRD_TES,4,0.0,11.2,0
00313,2025-12-24 00:00:00,PRD_FND,7,0.0,13.8,0
00531,2026-05-17 00:00:00,PRD_TES,7,0.0,31.0,0
00393,2026-01-02 00:00:00,PRD_TES,9,1.0,34.5,0
00470,2025-08-17 00:00:00,PRD_CAR,15,0.0,42.5,0
00410,2025-08-16 00:00:00,PRD_FND,2,0.0,34.7,0
00335,2026-01-07 00:00:00,PRD_CDB,4,0.0,20.3,0
00278,2026-05-01 00:00:00,PRD_TES,8,0.0,20.3,0
0000111,2025-12-21 00:00:00,PRD_FND,11,0.0,14.2,0
00143,2025-07-29 00:00:00,PRD_TES,3,0.0,17.2,0
00394,2025-11-21 00:00:00,PRD_FND,9,0.0,18.7,1
00519,2025-08-18 00:00:00,PRD_TES,13,0.0,18.3,0
00334,2026-01-10 00:00:00,PRD_COE,8,0.0,17.3,0
00036,2026-05-19 00:00:00,PRD_CAR,13,2.0,98.5,1
00489,2026-06-10 00:00:00,PRD_TES,11,0.0,38.8,0
00242,2025-09-01 00:00:00,PRD_FND,2,0.0,5.5,0
00409,2026-03-11 00:00:00,PRD_CDB,8,0.0,34.5,0
00012,2025-12-11 00:00:00,PRD_CDB,10,0.0,17.5,0
00082,2026-05-21 00:00:00,PRD_CAR,14,0.0,86.1,0
00207,2026-04-08 00:00:00,PRD_CAR,10,0.0,70.7,0
00427,2026-01-22 00:00:00,PRD_CAR,3,1.0,59.6,0
00159,2025-09-18 00:00:00,PRD_FND,11,0.0,16.6,0
00141,2026-05-08 00:00:00,PRD_FND,11,1.0,21.1,1
00221,2025-12-08 00:00:00,PRD_CDB,4,1.0,18.8,0
00515,2025-07-29 00:00:00,PRD_CDB,13,,23.0,0
00181,2026-06-15 00:00:00,PRD_TES,3,0.0,7.7,0
00211,2025-07-31 00:00:00-03:00,PRD_TES,3,0.0,24.6,0
00492,2025-12-18 00:00:00,PRD_CAR,7,2.0,61.4,0
00212,2026-04-15 00:00:00,PRD_CDB,10,0.0,18.3,0
00219,2026-06-18 00:00:00,PRD_TES,2,0.0,18.8,0
00259,2026-02-19 00:00:00,PRD_CAR,10,0.0,41.3,1
00152,2025-12-08 00:00:00,PRD_CAR,3,1.0,48.8,0
00333,2025-08-25 00:00:00,PRD_CDB,11,0.0,17.6,0
00501,2026-04-08 00:00:00,PRD_FND,3,0.0,37.0,0
00183,2026-05-21 00:00:00,PRD_CAR,6,0.0,79.3,1
00051,2026-06-18 00:00:00,PRD_CDB,2,0.0,30.5,0
00415,2026-04-18 00:00:00,PRD_CAR,10,0.0,72.0,0
00108,2026-06-21 00:00:00,PRD_CDB,5,0.0,4.2,0
00516,2025-09-26 00:00:00,PRD_CDB,3,0.0,2.3,0
00408,2026-06-03 00:00:00,PRD_CDB,7,0.0,13.7,0
00515,2026-01-12 00:00:00,PRD_CAR,2,0.0,35.7,0
00424,2026-01-06 00:00:00,PRD_CDB,13,1.0,28.0,1
00469,2026-06-14 00:00:00,PRD_TES,8,0.0,15.3,0
00534,2025-08-19 00:00:00,PRD_CDB,5,0.0,21.6,0
00242,2025-11-23 00:00:00,PRD_CAR,4,0.0,35.5,0
00094,2026-06-08 00:00:00,PRD_CDB,5,0.0,3.5,0
00137,2026-05-23 00:00:00,PRD_CAR,8,0.0,86.0,0
00502,2026-04-29 00:00:00,PRD_CAR,9,0.0,75.2,0
00203,2025-07-05 00:00:00,PRD_CDB,4,0.0,32.2,0
00517,2025-09-18 00:00:00,PRD_FND,5,0.0,15.8,0
00347,2025-11-21 00:00:00,PRD_FND,7,0.0,29.3,0
00004,2025-10-25 00:00:00,PRD_COE,11,0.0,22.5,0
00139,2026-02-26 00:00:00,PRD_FND,6,0.0,22.1,0
00532,2025-07-11 00:00:00,PRD_FND,3,0.0,23.8,0
00124,2026-05-10 00:00:00,PRD_FND,4,0.0,3.4,0
00375,2025-07-04 00:00:00,PRD_CDB,6,0.0,27.0,0
00286,2025-12-12 00:00:00,PRD_CDB,8,0.0,24.5,0
00309,2026-02-22 00:00:00,PRD_TES,2,0.0,20.9,0
00407,2025-10-20 00:00:00,PRD_CAR,10,1.0,46.8,0
00314,2025-10-21 00:00:00,PRD_TES,11,0.0,31.9,0
00102,2025-12-05 00:00:00,PRD_CDB,7,0.0,31.0,0
00109,2026-03-28 00:00:00,PRD_CDB,5,0.0,18.9,0
00541,2026-01-23 00:00:00,PRD_CDB,7,0.0,22.4,0
00133,2025-07-05 00:00:00,PRD_TES,7,0.0,30.7,0
00290,2025-10-26 00:00:00,PRD_COE,8,0.0,34.4,0
00535,2026-06-19 00:00:00,PRD_FND,8,0.0,28.0,0
00398,2026-02-23 00:00:00,PRD_TES,12,1.0,37.2,0
00335,2025-08-22 00:00:00,PRD_CAR,9,0.0,28.6,1
00312,2026-06-10 00:00:00,PRD_COE,3,0.0,9.5,0
00492,2026-03-20 00:00:00,PRD_CDB,10,0.0,18.5,1
00236,2026-01-17 00:00:00,PRD_CDB,7,0.0,26.9,0
00103,2026-06-30 00:00:00,PRD_TES,14,0.0,35.8,0
00097,2025-07-23 00:00:00,PRD_COE,5,0.0,35.8,0
00125,2025-10-21 00:00:00,PRD_TES,0,0.0,31.6,0
00537,2025-12-30 00:00:00,PRD_CAR,12,1.0,51.7,0
00369,2026-03-22 00:00:00,PRD_CAR,6,1.0,55.3,0
00475,2026-01-05 00:00:00,PRD_CDB,9,1.0,31.7,0
00039,2025-09-24 00:00:00,PRD_FND,6,0.0,19.2,0
00524,2026-05-26 00:00:00,PRD_COE,7,0.0,20.2,0
00166,2025-06-28 00:00:00,PRD_FND,7,0.0,32.6,0
00227,2025-08-20 00:00:00,PRD_FND,10,0.0,28.4,0
00253,2026-05-12 00:00:00,PRD_CAR,9,1.0,103.4,1
00344,2025-12-24 00:00:00,PRD_FND,4,0.0,15.2,1
00061,2025-08-01 00:00:00,PRD_CDB,12,0.0,27.8,0
00161,2026-06-01 00:00:00,PRD_CAR,4,1.0,84.4,0
00510,2026-05-28 00:00:00,PRD_CAR,7,1.0,88.7,0
00383,2025-07-21 00:00:00,PRD_CDB,2,0.0,24.7,0
00394,2025-11-21 00:00:00,PRD_CDB,6,0.0,35.4,0
00329,2026-03-30 00:00:00,PRD_FND,9,0.0,34.2,0
00068,2026-04-24 00:00:00,PRD_CAR,6,0.0,66.8,0
00443,2026-05-08 00:00:00,PRD_CDB,5,1.0,37.9,1
00136,2026-05-14 00:00:00,PRD_CDB,8,0.0,16.4,0
00249,2025-11-25 00:00:00,PRD_TES,7,0.0,27.4,0
00276,2025-12-07 00:00:00,PRD_CAR,5,0.0,49.9,0
00384,2026-03-13 00:00:00,PRD_TES,14,0.0,28.9,0
00549,2026-02-16 00:00:00,PRD_CDB,9,0.0,22.5,0
00132,2025-07-07 00:00:00,PRD_TES,12,0.0,28.4,0
00452,2026-05-20 00:00:00,PRD_FND,11,0.0,15.2,0
0000317,2026-03-14 00:00:00,PRD_CDB,10,0.0,24.2,0
00429,2025-10-13 00:00:00,PRD_TES,13,0.0,11.3,0
00143,2026-05-14 00:00:00,PRD_TES,8,0.0,10.3,0
00306,2026-04-03 00:00:00,PRD_COE,12,0.0,23.8,0
00073,2026-01-18 00:00:00,PRD_CDB,6,0.0,1.0,0
00099,2025-07-19 00:00:00,PRD_CAR,11,0.0,26.3,0
00011,2025-09-23 00:00:00,PRD_CAR,9,1.0,44.3,0
00524,2026-04-21 00:00:00,PRD_FND,11,0.0,31.0,0
00508,2026-03-19 00:00:00,PRD_TES,11,0.0,9.7,0
00313,2025-09-29 00:00:00,PRD_CDB,12,0.0,7.1,1
00106,2026-01-09 00:00:00,PRD_CAR,10,0.0,25.0,0
00270,2025-09-14 00:00:00,PRD_CAR,12,0.0,34.4,0
00042,2026-02-17 00:00:00,PRD_TES,9,1.0,26.4,0
00104,2026-05-03 00:00:00-03:00,PRD_CAR,8,1.0,87.8,0
00295,2026-01-11 00:00:00,PRD_CDB,6,0.0,6.5,0
00398,2026-05-06 00:00:00,PRD_CAR,10,0.0,81.6,0
00114,2026-04-15 00:00:00,PRD_CAR,10,2.0,90.7,0
00167,2025-08-27 00:00:00,PRD_CAR,5,0.0,31.7,0
00117,2026-04-14 00:00:00,PRD_CDB,9,0.0,29.3,0
00537,2026-02-21 00:00:00,PRD_CDB,3,0.0,19.8,0
00058,2025-09-17 00:00:00,PRD_TES,7,0.0,19.2,0
00354,2026-05-24 00:00:00,PRD_CAR,6,0.0,74.3,0
00284,2026-02-16 00:00:00,PRD_TES,10,0.0,18.9,0
00377,2026-03-04 00:00:00,PRD_FND,8,0.0,35.8,0
00533,2025-09-12 00:00:00,PRD_CDB,4,0.0,32.5,0
00232,2026-03-28 00:00:00,PRD_FND,7,0.0,31.4,0
00254,2025-07-19 00:00:00,PRD_FND,9,0.0,6.6,0
00238,2025-10-05 00:00:00,PRD_CDB,2,0.0,12.0,0
00290,2025-08-15 00:00:00,PRD_FND,6,0.0,15.7,0
00005,2026-02-05 00:00:00,PRD_CAR,4,0.0,34.9,0
00064,2026-02-27 00:00:00,PRD_FND,9,0.0,25.5,0
00008,2025-11-23 00:00:00,PRD_CDB,10,1.0,52.2,1
00500,2025-12-09 00:00:00,PRD_CAR,3,0.0,49.0,0
00340,2026-03-19 00:00:00,PRD_CAR,10,0.0,35.4,0
00142,2025-08-13 00:00:00,PRD_COE,4,0.0,15.0,0
00169,2025-07-17 00:00:00,PRD_TES,7,,33.9,0
00264,2025-07-23 00:00:00,PRD_TES,2,0.0,18.3,0
00459,2025-11-14 00:00:00,PRD_CDB,3,0.0,18.7,1
00468,2026-04-19 00:00:00,PRD_CDB,3,0.0,1.0,0
00393,2025-11-22 00:00:00,PRD_CDB,6,0.0,6.9,0
00243,2026-01-01 00:00:00,PRD_FND,11,0.0,38.9,0
00359,2026-05-19 00:00:00,PRD_TES,12,0.0,27.3,0
00449,2025-08-30 00:00:00,PRD_TES,11,0.0,38.5,0
00290,2025-08-05 00:00:00,PRD_CDB,8,0.0,17.9,0
00106,2025-08-08 00:00:00,PRD_COE,4,0.0,21.1,0
00170,2026-06-05 00:00:00,PRD_CDB,8,0.0,8.6,0
00250,2025-09-29 00:00:00,PRD_CDB,6,0.0,6.9,0
00452,2025-11-24 00:00:00,PRD_FND,1,0.0,2.0,0
00087,2026-03-17 00:00:00,PRD_CAR,4,0.0,30.7,0
00023,2026-02-02 00:00:00,PRD_TES,14,0.0,7.2,0
00291,2025-11-11 00:00:00,PRD_CDB,6,0.0,37.1,0
00268,2026-03-24 00:00:00,PRD_COE,7,0.0,23.3,0
00050,2025-07-28 00:00:00,PRD_TES,8,0.0,3.6,0
00047,2026-02-07 00:00:00,PRD_CDB,7,0.0,9.8,0
00429,2026-04-04 00:00:00,PRD_CDB,6,1.0,34.9,0
00473,2026-03-01 00:00:00,PRD_CDB,3,0.0,8.5,0
00156,2025-12-31 00:00:00,PRD_TES,3,1.0,43.3,1
00098,2025-07-02 00:00:00,PRD_FND,5,0.0,15.5,0
00344,2026-01-16 00:00:00,PRD_TES,11,0.0,22.1,0
00083,2026-05-25 00:00:00,PRD_CDB,3,0.0,10.0,1
00097,2026-06-24 00:00:00,PRD_COE,10,0.0,13.6,1
00534,2025-07-23 00:00:00,PRD_CDB,10,0.0,12.9,0
00287,2025-09-21 00:00:00,PRD_FND,9,0.0,20.4,0
00353,2026-05-19 00:00:00,PRD_CDB,7,0.0,23.9,0
00238,2026-01-31 00:00:00,PRD_CAR,7,0.0,24.8,0
00089,2025-10-10 00:00:00,PRD_FND,3,0.0,29.6,0
00146,2025-09-25 00:00:00,PRD_CAR,8,0.0,26.4,1
